Timestamp;Filename;OCR_Text;Perusahaan tidak jelas atau tidak ada informasi valid (40%);Deskripsi posisi, persyaratan, dan lokasi kerja yang tidak jelas (25%);Deskripsi pekerjaan tidak spesifik (Jobdesc) (20%);Tidak ada proses wawancara dan seleksi yang jelas(5%);Ada permintaan biaya pendaftaran(5%);Gaji tidak realistis (5%);Total;Label
2022-12-08T05:13:03.000Z;2022-12-08_post_lokermagang10_image.jpg;P WFO JAKARTA UTARA KAMI SEDANG MEREKRUT LIVE STREAMER Kualifikasi: - Pria atau Wanita, usia 18-25 tahun. - Berpenampilan menarik. - Terbiasa melakukan live streaming. - Diutamakan yang menyukai dan memahami olahraga basket. - Mampu bekerja sama dengan tim. Jobdesk: - Melakukan live streaming di semua media sosial dan marketplace. - Memberikan penjelasan tentang produk saat live streaming. - Meningkatkan penjualan melalui live streaming. - Bersedia live pada waktu yang telah ditentukan. Untuk informasi lebih lanjut, hubungi 0813-8095-9313 (Tim Balllerbro). Segera lamar sekarang melalui [https://bit.ly/HiringLivestreamers](https://bit.ly/HiringLivestreamers). Jangan lewatkan kesempatan ini! Kunjungi juga [www.lokerdesain.com](www.lokerdesain.com) atau melalui @sediapay, @belajarmahir, @lokerdeskusi.;0;0;0;0;0;0;0;Not Fraud
2022-12-04T07:00:55.000Z;2022-12-04_post_lokermagang11_combined.jpg;"P WFO JAKARTA BARAT Hépii inc membuka peluang berkarir dengan kami! Posisi yang tersedia: ""Content Officer"" Persyaratan: - Muda dan ceria. - Kreatif dan penuh ide! - Aktif di media sosial, terutama TikTok. - Pengetahuan mendalam dan selalu update tentang tren TikTok terbaru. - Familiar dengan alat-alat TikTok. - Mampu membuat konten TikTok. - Bersedia untuk belajar. - Dapat memenuhi deadline. Kirimkan lamaran Anda melalui email ke: - bayuwoto@hepi-inc.net - azizah@hepi-inc.net Dengan subjek: Content_Fulltime (Nama Anda) Jangan lewatkan kesempatan ini untuk bergabung dengan tim kami yang penuh semangat!";0;0;0,2;0;0;0;0,2;Not Fraud
2022-11-16T08:30:23.000Z;2022-11-16_post_lokermagang12_combined.jpg;"Mau magang di Eropa bersama Markija Berdaya? Dengan magang bersama Markija Berdaya, kamu akan memiliki kesempatan untuk mendapatkan: - Gaji kompetitif Eropa. - Dukungan dalam pengurusan visa dan tiket pesawat. - Akomodasi tempat tinggal dan transportasi lokal. - Asuransi kesehatan. - Pengalaman kerja internasional dan kredit akademik. - Pengalaman belajar, bekerja, dan hidup di Eropa. Posisi yang tersedia dalam bidang teknologi (Tech Role) antara lain: - Welder - Fitter - Polisher - Operator mesin - Operator perakitan - Penyetel mesin - Pekerja pengecoran - Electrician - Operator mesin pengecoran/penembakan - Analis SMT - Penyetel mesin CNC - Operator kabel - Pekerja perakitan interior & upholstery - Operator Thermoforming - Operator Autoclave - Site Maintenance - Operator Packaging - Mesin Operator Konvensional - Mesin Operator CNC Miller Posisi non-teknis (Non-Tech Role) termasuk: - VAT Assistant - Chef - Kitchen Helper - Waitress - Cook - Perawat - Java Developer - Programmer Markija Berdaya akan memberikan kelas persiapan sebelum keberangkatanmu ke Eropa dan support penuh selama magang di Eropa, mulai dari sebelum keberangkatan hingga pulang ke Indonesia. Daftarkan dirimu untuk magang di Eropa melalui Talent Pool kami. Klik ""Talent Pool"" dan siapkan dokumen yang diperlukan, lalu isi form dalam link di bio Instagram kami. Setelah itu, tunggu email dari Markija untuk langkah selanjutnya, termasuk serangkaian tes seperti Psikotes, Tes IL, dan Bahasa Inggris. Ayo, bergabunglah bersama kami dan raih pengalaman berharga di Eropa bersama Markija Berdaya!";0;0,25;0,2;0;0;0;0,45;Not Fraud
2022-11-15T09:45:01.000Z;2022-11-15_post_lokermagang14_image.jpg;"P WFO JAKARTA BARAT Lowongan Magang Interior Design Kualifikasi: - Pendidikan S1 jurusan Interior/Arsitektur atau sedang kuliah semester 5 ke atas. - Memiliki integritas dan semangat yang baik. - Mampu mengoperasikan SketchUp/3Ds Max; VRAY, AutoCAD; Ms. Word, dan Excel dengan baik. - Skill yang baik dalam 3D Renderings. - Kemampuan bekerja baik secara mandiri maupun dalam tim. Kirimkan email lamaran Anda ke: recruitment@highpointoffice.com Dengan subjek: Internship-Nama Anda Jangan lewatkan kesempatan ini! Segera kirimkan lamaran Anda. Untuk informasi lebih lanjut, kunjungi [www.lokerdesain.com](www.lokerdesain.com) atau melalui @sediapay, @belajarmahir, @lokerdeskusi.";0;0;0,2;0;0;0;0,2;Not Fraud
2022-11-11T05:05:59.000Z;2022-11-11_post_lokermagang15_combined.jpg;UP WFH Berbagicerita.id VOLUNTEER REKRUTMEN Batch Januari-April 2023 DIVISI YANG DIBUTUHKAN: - Humas - Riset - Peer Counselor - Desain - Human Resources - Sekretaris - Event Organizer Jadwal Pendaftaran: - 07-19 November 2022 Jadwal Seleksi: - Pengumuman 1: 20 November 2022 - Psikotest: 21-26 November 2022 - Pengumuman 2: 12 Desember 2022 - Interview/Uji Skill/LGD: - Interview (Peer Counselor, ADM. Konseling, HRD, dan Sekretaris): 13-28 Desember 2022 - Uji Skill (Riset, Desain, dan Humas): 26-31 Desember 2022 - LGD (Event Organizer): 27-30 Desember 2022 - Pengumuman Final: 12 Januari 2023 Peabekalan Peer Counselor: - 16-22 Januari 2023 Peabekalan ADM. Konseling: - 16-28 Januari 2023 Peabekalan Riset, Desain, Humas, EO: - 14-16 Januari 2023 Peabekalan Sekretaris: - 15 Januari 2023 Jangan lewatkan kesempatan ini untuk menjadi bagian dari Berbagicerita.id! Daftar sekarang! Untuk informasi lebih lanjut, kunjungi [www.lokerdesain.com](www.lokerdesain.com) atau melalui @sediapay, @belajarmahir, @lokerdeskusi.;0;0;0,2;0,05;0;0;0,25;Not Fraud
2022-11-09T03:54:30.000Z;2022-11-09_post_lokermagang16_image.jpg;"P WFO SEMARANG Kami sedang mencari Content Creator yang berdomisili di Semarang. Kirimkan CV dan portofolio terbaikmu ke [email yang tertera] dengan subjek ""Intern Parcelin"". Jangan lewatkan kesempatan ini! Segera kirimkan lamaranmu. Untuk informasi lebih lanjut, kunjungi [www.lokerdesain.com](www.lokerdesain.com) atau melalui @sediapay, @belajarmahir, @lokerdeskusi.";0,4;0,25;0,2;0;0;0;0,85;Fraud
2022-11-09T10:28:44.000Z;2022-11-09_post_lokermagang17_image.jpg;P WFO BANDUNG PPA INTERNSHIP PROGRAM Posisi yang Bisa Kamu Isi: SEO Specialist Video Marketing Kirimkan CV Kamu Ke azmistrikez@gmail.com Durasi Magang: 3 Bulan People's Academy - @peoplepoweracademy Website: www.lokerdesain.com Instagram: @sediapay, @belajarmahir, @lokerdeskusi Terima kasih!;0;0,25;0,2;0;0;0;0,45;Not Fraud
2022-11-05T05:28:58.000Z;2022-11-05_post_lokermagang18_image.jpg;P WFO SURABAYA VYGO INTERNSHIP Posisi yang Tersedia: Arsitek (internship) Teknik Sipil (internship) Kualifikasi: Pria atau wanita, maksimal usia 35 tahun Waktu kerja penuh Jujur, teliti, dan bertanggung jawab Menguasai AutoCAD, SketchUp, dan 3ds Max Penempatan di Surabaya APPLY HERE: https://tinyurl.com/recruitmentvygo Instagram Vygo: @vygointerior Website Lowongan Kerja: www.lokerdesain.com Instagram: @sediapay, @belajarmahir, @lokerdeskusi;0;0;0,2;0;0;0;0,2;Not Fraud
2022-10-28T10:06:42.000Z;2022-10-28_post_lokermagang19_image.jpg;Paid Internship Opportunity: Project Officer Location: West Jakarta, Hépii Inc Boutique Duration: 3-6 months Qualities: Great personality, effective communication, fast learner, social media savvy Send CV and social media link (IG/TikTok) to Bayuwotoahepisincoet Internship Project (Your Name) Apply at www.lokerdesain.com Follow us on @sediapay, @belajarmahir, @lokerdeskusi;0;0;0,2;0;0;0;0,2;Not Fraud
2022-10-27T08:18:50.000Z;2022-10-27_post_lokermagang20_image.jpg;"PARTIAL 70 4 FUNDED SELF 35 BAKTI 5 FUNDED MILENIAL WAKATOBI #Millennials Collaboration to Optimize Local Potential for Society in Wakatobi Island"" Tanggal: 15 Januari 2023 15 FULLY REGISTERED FREE RATION Bersama EXTENDED Until November 4th, 2022 PENGABDIAN MASYARAKAT (Community Service) Environmental Action Milenial Mengajar (Millennials Teaching) Education Fair Let's Rise the Economy and Tourism Health Project Explore Wakatobi Kontak: baktimilenial 085931069171 Link: bit.ly/baktimilenials oleh Sandiaga Alia Ejaak";0;0,25;0,2;0;0;0;0,45;Not Fraud
2022-10-26T23:52:14.000Z;2022-10-26_post_lokermagang21_image.jpg;PWFO JAKARTA BARAT LOWONGAN KERJA MAGANG MARKETING Tugas: Menghubungi pasar mengenai jasa yang ditawarkan. Membantu mengatur pertemuan calon klien dengan tim. Syarat: Berdomisili di Jakarta Barat. Wanita. Waktu kerja 3 hari dalam seminggu. Mendapatkan gaji bulanan. Sertifikat (minimal masa kerja 3 bulan). Kirimkan CV dengan judul 'MAGANG MARKETING' ke: Email: fotoproduklokal@gmail.com Website: www.lokerdesain.com @Sediapay @Belajarmahir @Lokerdeskusi;0;0;0;0;0;0;0;Not Fraud
2022-10-21T09:55:08.000Z;2022-10-21_post_lokermagang22_combined.jpg;P HYBRID SURABAYA Open Recruitment Internship Batch 6 Posisi yang tersedia di Surabaya dan Sekitarnya: Content Creator Community & Partnership Graphic Designer Digital Marketing Fashion Designer Rincian Kualifikasi dan Jobdesk dapat dilihat di link berikut: bit.ly/InternBATCH6 Website resmi: www.lokerdesain.com Sosial media: @sediapay @belajarmahir @lokerdeskusi Open Recruitment Internship Batch 6 Persyaratan Umum: Wajib berdomisili di Surabaya dan sekitarnya. Usia 18-25 Tahun. Cepat tanggap dan responsif. Bersedia mengikuti 2 bulan masa training (diluar masa intern). Mampu bertanggung jawab dan berkomitmen selama 6 bulan masa intern. Kooperatif dan mampu bekerja dengan deadline dan target. Bersedia bekerja dengan sistem WFH & WFO. Jika Anda tertarik dengan isu-isu lingkungan, khususnya di bidang sustainable fashion, bergabunglah dengan kami! Instagram: @elamalama_id;0;0;0;0;0;0;0;Not Fraud
2022-10-13T07:04:01.000Z;2022-10-13_post_lokermagang23_combined.jpg;YEA INTERNSHIP Batch 7 (Part 2) TIM YANG DIBUTUHKAN: Customer Service ECamp Content Creator Networking Entrepreneur Class Small Medium Enterprise Field Trip GENERAL REQUIREMENT: Fresh Graduate Semangat Belajar Tinggi Growth Mindset Tertarik Dengan Dunia Entrepreneur BENEFIT: Sertifikat;0;0;0,2;0,05;0;0;0,25;Not Fraud
2022-10-13T05:03:50.000Z;2022-10-13_post_lokermagang24_image.jpg;P WFO JAKARTA SELATAN HA K A N A H A K A N A SOCIAL MEDIA INTERN (PAID INTERNSHIP) KUALIFIKASI: Mahasiswa Magang atau Fresh Graduate. Tertarik dengan Industri Fashion. Menguasai tren konten Instagram dan platform media sosial lainnya. Memiliki kemampuan fotografi dan pengeditan video sederhana (menggunakan aplikasi ponsel). Mampu membuat deskripsi copywriting yang tepat. Bersedia ditempatkan di salah satu mal di Jakarta Selatan. KIRIM LAMARAN DAN CV ANDA KE: Email: hakanabusiness@gmail.com Subjek Email: Social Media Intern Application Website Resmi: www.lokerdesain.com Sosial media: @sediapay @belajarmahir @lokerdeskusi;0;0;0,2;0;0;0;0,2;Not Fraud
2022-10-13T04:00:25.000Z;2022-10-13_post_lokermagang25_image.jpg;UP HYBRID SEMARANG - Let's Us! Marketing Internship QUALIFICATION: Mahasiswa/i dari semua jurusan. Diutamakan yang memiliki latar belakang jurusan Pemasaran, Bisnis, atau Manajemen. Fresh Graduate dipersilahkan melamar. Mampu bekerjasama dalam tim. Aktif di media sosial. Memiliki keterampilan komunikasi yang baik. Bersedia mengikuti internship hybrid (WFH/WFO: Semarang) selama minimum 3 bulan. Kirim CV Anda ke: Email: career@amirelle.id Subjek Email: Nama_Marketing Internship Website Resmi: www.lokerdesain.com Sosial Media: @sediapay @belajarmahir @lokerdeskusi Join us!;0;0;0,2;0;0;0;0,2;Not Fraud
2022-10-13T02:30:34.000Z;2022-10-13_post_lokermagang26_image.jpg;[HYBRID] SEMARANG - Herco Digital OPEN INTERNSHIP Bergabunglah dengan kami untuk mendapatkan pengalaman nyata dan meningkatkan keterampilan SEO Anda. Manfaat: Bimbingan dari mentor berpengalaman Pengembangan keterampilan Pengembangan diri Tim yang mendukung Kirimkan CV dan portofolio Anda ke Herco Digital, dapat WFH atau WFO melalui email: hrd@hercodigital.id dengan subjek: Magang_SEO. Persyaratan: Pelajar SMK aktif, jurusan Multimedia Jurusan Sistem Informatika, Jaringan, dan jurusan lainnya (kesempatan sangat terbatas) Terbiasa menulis artikel Familiar dengan WordPress Alamat: Herco Digital Indonesia Jl. MT. Haryono No. 427-429, Semarang Website: www.lokerdesain.com Sosial Media: Instagram: @sediapay Twitter: @belajarmahir Facebook: @lokerdeskusi Ayo, guys! Buruan apply sekarang;0;0;0,2;0;0;0;0,2;Not Fraud
2022-10-12T08:15:26.000Z;2022-10-12_post_lokermagang27_image.jpg;P WFO BANDUNG - KAMI MEMBUKA LOWONGAN KERJA Kreasi Land (Program Magang Berbayar) Posisi yang Tersedia: Pembuat Konten Muslimah Kualifikasi: Usia maksimal 25 tahun Memiliki penampilan menarik di depan kamera dan mampu menjelaskan produk dengan jelas Aktif, ramah, dan berpengalaman dalam tampil di depan kamera Bertanggung jawab, kreatif, dan berinisiatif dalam pekerjaan Memiliki keterampilan fotografi dan video Memiliki kemampuan berbicara yang baik dan mampu menjual produk Aktif di Media Sosial (Tiktok, Instagram, dll.) Mampu menganalisis performa konten (insights) Memahami kebutuhan video untuk media sosial Bersedia bekerja full-time Bersedia bekerja di kantor Bandung Kirimkan resume Anda ke: Email: [alamat email Anda] Subjek: Pembuat Konten & Nama Bakat Anda Website: www.lokerdesain.com Media Sosial: Instagram: @sediapay Twitter: @belajarmahir Facebook: @lokerdeskusi;0;0;0,2;0,05;0;0;0,25;Not Fraud
2022-10-12T04:05:05.000Z;2022-10-12_post_lokermagang28_image.jpg;"P WFO MALANG - GRAPHIC PICKTERA DESIGN Sinergi Kreasi Kreatif dalam Perancangan Grafis PAID INTERNSHIP KUALIFIKASI: Mahasiswa Desain Komunikasi Visual (DKV) atau ilmu komunikasi dengan pemahaman yang kuat dalam konsep grafis dan komunikasi. Bertanggung jawab dalam menyelesaikan tugas-tugas. Responsif dan aktif di media sosial. Mampu mengambil foto dan video (tidak wajib, tetapi diutamakan). Bersemangat untuk belajar, memiliki kemampuan kerjasama, dan memiliki laptop/komputer pribadi. Diutamakan berdomisili di Kota Malang. MANFAAT: E-Certificate. Allowance. Kesempatan untuk memperluas jaringan dan wawasan baru. Jangan khawatir, magang bisa dilakukan secara remote! Apakah Anda yang kami cari? Apply sekarang melalui link berikut: bOpS; Hit,uPiclecraHiring Ada pertanyaan? Hubungi kami melalui WhatsApp di 0851 7242 7770. Kunjungi juga www.lokerdesain.com untuk informasi lebih lanjut. Ikuti kami di media sosial: Instagram: @sediapay Twitter: @belajarmahir Facebook: @lokerdeskusi";0;0;0,2;0;0;0;0,2;Not Fraud
